StudentID,State,PLE,Gender,Grade,Indicator,Attempt,Date,Reading,Math,Writing,Total,X9.0.Reading,X9.0.Writing,X9.0.Math,X9.0.Other.s.,X9.0.Other,X9.0.Sports,X9.0.Arts,X9.1.Reading,X9.1.Writing,X9.1.Math,X9.1.Other.s.,X9.1.Other,X9.1.Sports,X9.1.Arts,X10.0.Reading,X10.0.Writing,X10.0.Math,X10.0.Other.s.,X10.0.Other,X10.0.Sports,X10.0.Arts,X10.1.Reading,X10.1.Writing,X10.1.Math,X10.1.Other.s.,X10.1.Other,X10.1.Sports,X10.1.Arts,X11.0.Reading,X11.0.Writing,X11.0.Math,X11.0.Other.s.,X11.0.Other,X11.0.Sports,X11.0.Arts,X11.1.Reading,X11.1.Writing,X11.1.Math,X11.1.Other.s.,X11.1.Other,X11.1.Sports,X11.1.Arts,X12.0.Reading,X12.0.Writing,X12.0.Math,X12.0.Other.s.,X12.0.Other,X12.0.Sports,X12.0.Arts,X12.1.Reading,X12.1.Writing,X12.1.Math,X12.1.Other.s.,X12.1.Other,X12.1.Sports,X12.1.Arts
22050004,CT,2,F,12,X12.0,4,10/5/2013,480,470,460,1410,72,78,78,84.9,0,1,1,NA,NA,NA,NA,0,0,0,63,58,50,58,0,0,1,70,70,85,73.2,1,0,1,78,74,66,78.1,1,1,1,NA,NA,NA,NA,0,0,0,88,84,79,81.4,1,1,0,NA,NA,NA,NA,0,0,0
22050013,CT,5,F,11,X11.0,1,3/1/2012,360,470,450,1280,58.5,71,79,84.4,0,1,1,NA,NA,NA,NA,0,0,0,65,60,61,63,0,1,1,NA,NA,NA,NA,0,0,0,66,70,66,79.9,1,1,0,NA,NA,NA,NA,0,0,0,74,68,75,79.8,1,1,1,NA,NA,NA,NA,0,0,0
22050013,CT,5,F,11,X11.0,2,6/1/2012,280,430,390,1100,58.5,71,79,84.4,0,1,1,NA,NA,NA,NA,0,0,0,65,60,61,63,0,1,1,NA,NA,NA,NA,0,0,0,66,70,66,79.9,1,1,0,NA,NA,NA,NA,0,0,0,74,68,75,79.8,1,1,1,NA,NA,NA,NA,0,0,0
22050017,CT,6,F,11,X11.0,1,3/1/2012,540,600,530,1670,97,91,98,96.9,0,1,1,NA,NA,NA,NA,0,0,0,83,100,100,87.3,1,0,0,NA,NA,NA,NA,0,0,0,90,84,100,87.6,1,0,1,NA,NA,NA,NA,0,0,0,92,89,92,92.3,1,0,0,NA,NA,NA,NA,0,0,0
22050017,CT,6,F,11,X11.0,2,5/1/2012,540,600,560,1700,97,91,98,96.9,0,1,1,NA,NA,NA,NA,0,0,0,83,100,100,87.3,1,0,0,NA,NA,NA,NA,0,0,0,90,84,100,87.6,1,0,1,NA,NA,NA,NA,0,0,0,92,89,92,92.3,1,0,0,NA,NA,NA,NA,0,0,0
22050017,CT,6,F,12,X12.0,3,10/1/2012,520,620,480,1620,97,91,98,96.9,0,1,1,NA,NA,NA,NA,0,0,0,83,100,100,87.3,1,0,0,NA,NA,NA,NA,0,0,0,90,84,100,87.6,1,0,1,NA,NA,NA,NA,0,0,0,92,89,92,92.3,1,0,0,NA,NA,NA,NA,0,0,0
22050018,CT,7,M,11,X11.0,1,3/1/2013,560,480,440,1480,57,65,50,86,0,1,1,83,97,88,95,0,1,1,88,76,74,85.5,1,0,0,NA,NA,NA,NA,0,0,0,78,88,68,80.8,1,1,1,NA,NA,NA,NA,0,0,0,82,82,65,84.4,1,0,0,NA,NA,NA,NA,0,0,0
22050018,CT,7,M,11,X11.0,2,5/4/2013,520,450,560,1530,57,65,50,86,0,1,1,83,97,88,95,0,1,1,88,76,74,85.5,1,0,0,NA,NA,NA,NA,0,0,0,78,88,68,80.8,1,1,1,NA,NA,NA,NA,0,0,0,82,82,65,84.4,1,0,0,NA,NA,NA,NA,0,0,0
22050018,CT,7,M,11,X11.0,3,6/1/2013,560,480,480,1520,57,65,50,86,0,1,1,83,97,88,95,0,1,1,88,76,74,85.5,1,0,0,NA,NA,NA,NA,0,0,0,78,88,68,80.8,1,1,1,NA,NA,NA,NA,0,0,0,82,82,65,84.4,1,0,0,NA,NA,NA,NA,0,0,0
22050018,CT,7,M,12,X12.0,4,10/5/2013,540,400,460,1400,57,65,50,86,0,1,1,83,97,88,95,0,1,1,88,76,74,85.5,1,0,0,NA,NA,NA,NA,0,0,0,78,88,68,80.8,1,1,1,NA,NA,NA,NA,0,0,0,82,82,65,84.4,1,0,0,NA,NA,NA,NA,0,0,0
22050035,CT,6,F,11,X11.0,1,5/1/2012,450,470,540,1460,90,91,95,99.5,0,1,1,NA,NA,NA,NA,0,0,0,91,86,87,88.7,0,0,1,NA,NA,NA,NA,0,0,0,91,76,86,78.5,1,0,1,NA,NA,NA,NA,0,0,0,94,90,72,91.6,1,1,1,NA,NA,NA,NA,0,0,0
22050035,CT,6,F,12,X12.0,2,10/1/2012,430,460,530,1420,90,91,95,99.5,0,1,1,NA,NA,NA,NA,0,0,0,91,86,87,88.7,0,0,1,NA,NA,NA,NA,0,0,0,91,76,86,78.5,1,0,1,NA,NA,NA,NA,0,0,0,94,90,72,91.6,1,1,1,NA,NA,NA,NA,0,0,0
22050044,CT,8,F,11,X11.0,1,3/1/2012,410,510,530,1450,86,95,88,91.8,0,1,1,NA,NA,NA,NA,0,0,0,77,79,75,81.3,0,1,1,NA,NA,NA,NA,0,0,0,76,71,79,81.3,1,0,1,NA,NA,NA,NA,0,0,0,81,76,83,83.1,1,0,1,NA,NA,NA,NA,0,0,0
22050044,CT,8,F,11,X11.0,2,5/1/2012,450,520,480,1450,86,95,88,91.8,0,1,1,NA,NA,NA,NA,0,0,0,77,79,75,81.3,0,1,1,NA,NA,NA,NA,0,0,0,76,71,79,81.3,1,0,1,NA,NA,NA,NA,0,0,0,81,76,83,83.1,1,0,1,NA,NA,NA,NA,0,0,0
22050044,CT,8,F,12,X12.0,3,10/1/2012,390,480,350,1220,86,95,88,91.8,0,1,1,NA,NA,NA,NA,0,0,0,77,79,75,81.3,0,1,1,NA,NA,NA,NA,0,0,0,76,71,79,81.3,1,0,1,NA,NA,NA,NA,0,0,0,81,76,83,83.1,1,0,1,NA,NA,NA,NA,0,0,0
22050047,CT,5,M,11,X11.0,1,3/1/2013,320,400,330,1050,58,50,50,89.6,0,1,1,56,53,82,72.5,0,1,1,63,68,86.8,75.5,1,0,1,NA,NA,NA,NA,0,0,0,73.5,57,84,70.4,1,1,1,NA,NA,NA,NA,0,0,0,81,50,81,70,1,0,0,66,70.3,NA,78.2,1,0,0
22050047,CT,5,M,11,X11.0,2,5/4/2013,380,440,380,1200,58,50,50,89.6,0,1,1,56,53,82,72.5,0,1,1,63,68,86.8,75.5,1,0,1,NA,NA,NA,NA,0,0,0,73.5,57,84,70.4,1,1,1,NA,NA,NA,NA,0,0,0,81,50,81,70,1,0,0,66,70.3,NA,78.2,1,0,0
22050047,CT,5,M,11,X11.0,3,6/1/2013,340,420,370,1130,58,50,50,89.6,0,1,1,56,53,82,72.5,0,1,1,63,68,86.8,75.5,1,0,1,NA,NA,NA,NA,0,0,0,73.5,57,84,70.4,1,1,1,NA,NA,NA,NA,0,0,0,81,50,81,70,1,0,0,66,70.3,NA,78.2,1,0,0
22050047,CT,5,M,12,X12.0,4,10/5/2013,320,430,310,1060,58,50,50,89.6,0,1,1,56,53,82,72.5,0,1,1,63,68,86.8,75.5,1,0,1,NA,NA,NA,NA,0,0,0,73.5,57,84,70.4,1,1,1,NA,NA,NA,NA,0,0,0,81,50,81,70,1,0,0,66,70.3,NA,78.2,1,0,0
22050050,CT,8,M,11,X11.0,1,3/1/2011,440,450,510,1400,67,84,81.5,94,0,1,0,NA,NA,NA,NA,0,0,0,93,61,56,72.7,0,1,1,NA,NA,NA,NA,0,0,0,73,88,78,85.1,1,1,1,NA,NA,NA,NA,0,0,0,74,53,62,71.1,1,1,0,73,66,64.3,73.2,1,0,0
22050050,CT,8,M,11,X11.0,2,6/1/2011,480,520,490,1490,67,84,81.5,94,0,1,0,NA,NA,NA,NA,0,0,0,93,61,56,72.7,0,1,1,NA,NA,NA,NA,0,0,0,73,88,78,85.1,1,1,1,NA,NA,NA,NA,0,0,0,74,53,62,71.1,1,1,0,73,66,64.3,73.2,1,0,0
22050050,CT,8,M,12,X12.0,3,10/1/2011,480,520,510,1510,67,84,81.5,94,0,1,0,NA,NA,NA,NA,0,0,0,93,61,56,72.7,0,1,1,NA,NA,NA,NA,0,0,0,73,88,78,85.1,1,1,1,NA,NA,NA,NA,0,0,0,74,53,62,71.1,1,1,0,73,66,64.3,73.2,1,0,0
22050057,CT,1,F,11,X11.0,1,3/1/2011,530,600,550,1680,93,90,81,99,1,1,0,NA,NA,NA,NA,0,0,0,99,84,92,94.8,0,1,1,NA,NA,NA,NA,0,0,0,94,98,100,90.3,1,1,1,NA,NA,NA,NA,0,0,0,100,94,99,98.7,1,0,1,NA,NA,NA,NA,0,0,0
22050057,CT,1,F,11,X11.0,2,6/1/2011,530,590,590,1710,93,90,81,99,1,1,0,NA,NA,NA,NA,0,0,0,99,84,92,94.8,0,1,1,NA,NA,NA,NA,0,0,0,94,98,100,90.3,1,1,1,NA,NA,NA,NA,0,0,0,100,94,99,98.7,1,0,1,NA,NA,NA,NA,0,0,0
22050057,CT,1,F,12,X12.0,3,10/1/2011,550,600,590,1740,93,90,81,99,1,1,0,NA,NA,NA,NA,0,0,0,99,84,92,94.8,0,1,1,NA,NA,NA,NA,0,0,0,94,98,100,90.3,1,1,1,NA,NA,NA,NA,0,0,0,100,94,99,98.7,1,0,1,NA,NA,NA,NA,0,0,0
22060008,CT,6,F,11,X11.0,1,3/1/2013,380,380,480,1240,77,73,81,75.5,0,1,1,NA,NA,NA,NA,0,0,0,63,75,81.2,75.3,1,0,1,NA,NA,NA,NA,0,0,0,73,63,50,77.1,1,1,1,NA,NA,NA,NA,0,0,0,84,76,50,80.6,1,1,0,NA,NA,76.8,NA,1,0,0
22060008,CT,6,F,11,X11.0,2,5/4/2013,410,440,440,1290,77,73,81,75.5,0,1,1,NA,NA,NA,NA,0,0,0,63,75,81.2,75.3,1,0,1,NA,NA,NA,NA,0,0,0,73,63,50,77.1,1,1,1,NA,NA,NA,NA,0,0,0,84,76,50,80.6,1,1,0,NA,NA,76.8,NA,1,0,0
22060008,CT,6,F,11,X11.0,3,6/1/2013,470,400,450,1320,77,73,81,75.5,0,1,1,NA,NA,NA,NA,0,0,0,63,75,81.2,75.3,1,0,1,NA,NA,NA,NA,0,0,0,73,63,50,77.1,1,1,1,NA,NA,NA,NA,0,0,0,84,76,50,80.6,1,1,0,NA,NA,76.8,NA,1,0,0
22060012,CT,6,M,11,X11.0,1,3/1/2013,470,480,530,1480,92,82,96,86.5,0,1,1,NA,NA,NA,NA,0,0,0,77,88,90,86,1,1,1,NA,NA,NA,NA,0,0,0,91,91,89,85,1,1,1,NA,NA,NA,NA,0,0,0,84,80,100,86.4,1,1,0,NA,NA,NA,NA,0,0,0
22060012,CT,6,M,11,X11.0,2,5/4/2013,450,470,490,1410,92,82,96,86.5,0,1,1,NA,NA,NA,NA,0,0,0,77,88,90,86,1,1,1,NA,NA,NA,NA,0,0,0,91,91,89,85,1,1,1,NA,NA,NA,NA,0,0,0,84,80,100,86.4,1,1,0,NA,NA,NA,NA,0,0,0
22060012,CT,6,M,11,X11.0,3,6/1/2013,460,520,520,1500,92,82,96,86.5,0,1,1,NA,NA,NA,NA,0,0,0,77,88,90,86,1,1,1,NA,NA,NA,NA,0,0,0,91,91,89,85,1,1,1,NA,NA,NA,NA,0,0,0,84,80,100,86.4,1,1,0,NA,NA,NA,NA,0,0,0
22060012,CT,6,M,12,X12.0,4,10/5/2013,450,500,520,1470,92,82,96,86.5,0,1,1,NA,NA,NA,NA,0,0,0,77,88,90,86,1,1,1,NA,NA,NA,NA,0,0,0,91,91,89,85,1,1,1,NA,NA,NA,NA,0,0,0,84,80,100,86.4,1,1,0,NA,NA,NA,NA,0,0,0
22060016,CT,7,M,11,X11.0,1,5/4/2013,530,470,520,1520,90,100,74,94.5,0,1,0,NA,NA,NA,NA,0,0,0,85,71,74,79.3,1,1,0,NA,NA,NA,NA,0,0,0,90,77,71,80.1,1,0,1,NA,NA,NA,NA,0,0,0,84,68,59,76,1,0,1,NA,NA,NA,NA,0,0,0
22060016,CT,7,M,11,X11.0,2,6/1/2013,510,590,500,1600,90,100,74,94.5,0,1,0,NA,NA,NA,NA,0,0,0,85,71,74,79.3,1,1,0,NA,NA,NA,NA,0,0,0,90,77,71,80.1,1,0,1,NA,NA,NA,NA,0,0,0,84,68,59,76,1,0,1,NA,NA,NA,NA,0,0,0
22060016,CT,7,M,12,X12.0,3,10/5/2013,470,480,430,1380,90,100,74,94.5,0,1,0,NA,NA,NA,NA,0,0,0,85,71,74,79.3,1,1,0,NA,NA,NA,NA,0,0,0,90,77,71,80.1,1,0,1,NA,NA,NA,NA,0,0,0,84,68,59,76,1,0,1,NA,NA,NA,NA,0,0,0
22060017,CT,6,F,11,X11.0,1,3/1/2013,470,400,540,1410,88,85,88,92.5,0,1,1,NA,NA,NA,NA,0,0,0,86,74,70,79,1,1,0,NA,NA,NA,NA,0,0,0,97,80,59,85,1,1,1,NA,NA,NA,NA,0,0,0,92,80,80,80.6,1,0,1,NA,NA,NA,NA,0,0,0
22060017,CT,6,F,11,X11.0,2,5/4/2013,500,430,530,1460,88,85,88,92.5,0,1,1,NA,NA,NA,NA,0,0,0,86,74,70,79,1,1,0,NA,NA,NA,NA,0,0,0,97,80,59,85,1,1,1,NA,NA,NA,NA,0,0,0,92,80,80,80.6,1,0,1,NA,NA,NA,NA,0,0,0
22060017,CT,6,F,11,X11.0,3,6/1/2013,480,510,530,1520,88,85,88,92.5,0,1,1,NA,NA,NA,NA,0,0,0,86,74,70,79,1,1,0,NA,NA,NA,NA,0,0,0,97,80,59,85,1,1,1,NA,NA,NA,NA,0,0,0,92,80,80,80.6,1,0,1,NA,NA,NA,NA,0,0,0
22060017,CT,6,F,12,X12.0,4,10/5/2013,490,470,540,1500,88,85,88,92.5,0,1,1,NA,NA,NA,NA,0,0,0,86,74,70,79,1,1,0,NA,NA,NA,NA,0,0,0,97,80,59,85,1,1,1,NA,NA,NA,NA,0,0,0,92,80,80,80.6,1,0,1,NA,NA,NA,NA,0,0,0
22060018,CT,4,F,11,X11.0,1,3/1/2013,320,210,290,820,69.1,66.1,52.3,74,0,1,1,NA,NA,NA,NA,0,0,0,69.3,50,88.7,69,1,1,0,NA,NA,NA,NA,0,0,0,71,70,84.7,74.7,1,1,1,NA,NA,NA,NA,0,0,0,80,71,60,71,1,1,1,NA,NA,NA,NA,0,0,0
22060018,CT,4,F,11,X11.0,2,5/4/2013,230,310,300,840,69.1,66.1,52.3,74,0,1,1,NA,NA,NA,NA,0,0,0,69.3,50,88.7,69,1,1,0,NA,NA,NA,NA,0,0,0,71,70,84.7,74.7,1,1,1,NA,NA,NA,NA,0,0,0,80,71,60,71,1,1,1,NA,NA,NA,NA,0,0,0
22060018,CT,4,F,11,X11.0,3,6/1/2013,270,240,320,830,69.1,66.1,52.3,74,0,1,1,NA,NA,NA,NA,0,0,0,69.3,50,88.7,69,1,1,0,NA,NA,NA,NA,0,0,0,71,70,84.7,74.7,1,1,1,NA,NA,NA,NA,0,0,0,80,71,60,71,1,1,1,NA,NA,NA,NA,0,0,0
22060020,CT,6,F,11,X11.0,1,3/1/2011,410,510,420,1340,90,88,73,98,1,1,0,NA,NA,NA,NA,0,0,0,91,72,79,82.3,0,1,1,NA,NA,NA,NA,0,0,0,73,89,67,85.2,1,1,1,NA,NA,NA,NA,0,0,0,74,92.3,55,78.5,1,1,1,NA,NA,NA,NA,0,0,0
22060020,CT,6,F,11,X11.0,2,6/1/2011,430,510,490,1430,90,88,73,98,1,1,0,NA,NA,NA,NA,0,0,0,91,72,79,82.3,0,1,1,NA,NA,NA,NA,0,0,0,73,89,67,85.2,1,1,1,NA,NA,NA,NA,0,0,0,74,92.3,55,78.5,1,1,1,NA,NA,NA,NA,0,0,0
22060020,CT,6,F,12,X12.0,3,10/1/2011,430,520,490,1440,90,88,73,98,1,1,0,NA,NA,NA,NA,0,0,0,91,72,79,82.3,0,1,1,NA,NA,NA,NA,0,0,0,73,89,67,85.2,1,1,1,NA,NA,NA,NA,0,0,0,74,92.3,55,78.5,1,1,1,NA,NA,NA,NA,0,0,0
22060025,CT,6,M,11,X11.0,1,3/8/2014,420,410,410,1240,54,70,76,75,0,1,0,NA,NA,NA,NA,0,0,0,50,86,76.7,73.2,1,0,0,68.3,69,89,74.3,1,1,1,57.6,51,70,77.2,1,0,1,NA,NA,NA,NA,0,0,0,75.2,73.5,74.2,77.7,1,0,0,NA,NA,NA,NA,0,0,0
22060025,CT,6,M,11,X11.0,2,6/7/2014,440,470,420,1330,54,70,76,75,0,1,0,NA,NA,NA,NA,0,0,0,50,86,76.7,73.2,1,0,0,68.3,69,89,74.3,1,1,1,57.6,51,70,77.2,1,0,1,NA,NA,NA,NA,0,0,0,75.2,73.5,74.2,77.7,1,0,0,NA,NA,NA,NA,0,0,0
22060025,CT,6,M,12,X12.0,3,10/11/2014,400,470,360,1230,54,70,76,75,0,1,0,NA,NA,NA,NA,0,0,0,50,86,76.7,73.2,1,0,0,68.3,69,89,74.3,1,1,1,57.6,51,70,77.2,1,0,1,NA,NA,NA,NA,0,0,0,75.2,73.5,74.2,77.7,1,0,0,NA,NA,NA,NA,0,0,0
22060029,CT,6,F,11,X11.0,1,3/8/2014,330,550,460,1340,75,50,71,72.5,0,1,1,NA,NA,NA,NA,0,0,0,50,57,66.3,62.2,1,1,0,76.5,72,83,75,1,1,1,76.5,67,90.2,71.9,1,0,1,NA,NA,NA,NA,0,0,0,83,79.5,75.5,85.7,1,0,0,NA,NA,NA,NA,0,0,0
22060029,CT,6,F,11,X11.0,2,6/7/2014,350,550,450,1350,75,50,71,72.5,0,1,1,NA,NA,NA,NA,0,0,0,50,57,66.3,62.2,1,1,0,76.5,72,83,75,1,1,1,76.5,67,90.2,71.9,1,0,1,NA,NA,NA,NA,0,0,0,83,79.5,75.5,85.7,1,0,0,NA,NA,NA,NA,0,0,0
22060029,CT,6,F,12,X12.0,3,10/11/2014,340,490,360,1190,75,50,71,72.5,0,1,1,NA,NA,NA,NA,0,0,0,50,57,66.3,62.2,1,1,0,76.5,72,83,75,1,1,1,76.5,67,90.2,71.9,1,0,1,NA,NA,NA,NA,0,0,0,83,79.5,75.5,85.7,1,0,0,NA,NA,NA,NA,0,0,0
22060033,CT,9,M,11,X11.0,1,3/1/2013,460,490,530,1480,88,62,94,87.5,0,1,0,NA,NA,NA,NA,0,0,0,91,74,92,80.7,1,1,0,NA,NA,NA,NA,0,0,0,92,77,84,85.6,1,1,1,NA,NA,NA,NA,0,0,0,91,85,94,82.3,1,0,1,NA,NA,NA,NA,0,0,0
22060033,CT,9,M,11,X11.0,2,5/4/2013,500,470,580,1550,88,62,94,87.5,0,1,0,NA,NA,NA,NA,0,0,0,91,74,92,80.7,1,1,0,NA,NA,NA,NA,0,0,0,92,77,84,85.6,1,1,1,NA,NA,NA,NA,0,0,0,91,85,94,82.3,1,0,1,NA,NA,NA,NA,0,0,0
22060033,CT,9,M,11,X11.0,3,6/1/2013,510,490,590,1590,88,62,94,87.5,0,1,0,NA,NA,NA,NA,0,0,0,91,74,92,80.7,1,1,0,NA,NA,NA,NA,0,0,0,92,77,84,85.6,1,1,1,NA,NA,NA,NA,0,0,0,91,85,94,82.3,1,0,1,NA,NA,NA,NA,0,0,0
22060033,CT,9,M,12,X12.0,4,10/5/2013,480,520,530,1530,88,62,94,87.5,0,1,0,NA,NA,NA,NA,0,0,0,91,74,92,80.7,1,1,0,NA,NA,NA,NA,0,0,0,92,77,84,85.6,1,1,1,NA,NA,NA,NA,0,0,0,91,85,94,82.3,1,0,1,NA,NA,NA,NA,0,0,0
22060038,CT,5,M,11,X11.0,1,3/8/2014,390,510,360,1260,50,77,77,75.5,1,1,0,76,72,89,68.3,1,1,1,75.5,60,82,66.3,1,1,1,NA,NA,NA,NA,0,0,0,76.5,45,83.7,74.6,1,0,1,NA,NA,NA,NA,0,0,0,82.8,75.5,78,79.9,1,0,0,NA,NA,NA,NA,0,0,0
22060038,CT,5,M,11,X11.0,2,6/7/2014,400,530,410,1340,50,77,77,75.5,1,1,0,76,72,89,68.3,1,1,1,75.5,60,82,66.3,1,1,1,NA,NA,NA,NA,0,0,0,76.5,45,83.7,74.6,1,0,1,NA,NA,NA,NA,0,0,0,82.8,75.5,78,79.9,1,0,0,NA,NA,NA,NA,0,0,0
22060038,CT,5,M,12,X12.0,3,10/11/2014,410,550,350,1310,50,77,77,75.5,1,1,0,76,72,89,68.3,1,1,1,75.5,60,82,66.3,1,1,1,NA,NA,NA,NA,0,0,0,76.5,45,83.7,74.6,1,0,1,NA,NA,NA,NA,0,0,0,82.8,75.5,78,79.9,1,0,0,NA,NA,NA,NA,0,0,0
22060040,CT,7,F,11,X11.0,1,3/1/2013,480,490,590,1560,76,88,92,86.5,0,1,1,NA,NA,NA,NA,0,0,0,77,82,97,80.7,1,1,0,NA,NA,NA,NA,0,0,0,95,80,89,84.9,1,1,1,NA,NA,NA,NA,0,0,0,72,65,80,79.7,1,0,0,NA,NA,NA,NA,0,0,0
22060040,CT,7,F,11,X11.0,2,5/4/2013,480,500,590,1570,76,88,92,86.5,0,1,1,NA,NA,NA,NA,0,0,0,77,82,97,80.7,1,1,0,NA,NA,NA,NA,0,0,0,95,80,89,84.9,1,1,1,NA,NA,NA,NA,0,0,0,72,65,80,79.7,1,0,0,NA,NA,NA,NA,0,0,0
22060040,CT,7,F,11,X11.0,3,6/1/2013,470,470,550,1490,76,88,92,86.5,0,1,1,NA,NA,NA,NA,0,0,0,77,82,97,80.7,1,1,0,NA,NA,NA,NA,0,0,0,95,80,89,84.9,1,1,1,NA,NA,NA,NA,0,0,0,72,65,80,79.7,1,0,0,NA,NA,NA,NA,0,0,0
22060040,CT,7,F,12,X12.0,4,10/5/2013,500,530,580,1610,76,88,92,86.5,0,1,1,NA,NA,NA,NA,0,0,0,77,82,97,80.7,1,1,0,NA,NA,NA,NA,0,0,0,95,80,89,84.9,1,1,1,NA,NA,NA,NA,0,0,0,72,65,80,79.7,1,0,0,NA,NA,NA,NA,0,0,0
22060042,NA,5,F,11,X11.0,1,3/1/2013,360,410,440,1210,89,60,93,79.5,0,1,1,NA,NA,NA,NA,0,0,0,68,56,82,75.7,1,1,1,NA,NA,NA,NA,0,0,0,71,50,75,77.9,1,1,1,NA,NA,NA,NA,0,0,0,81,69,50,76,1,0,0,NA,NA,NA,NA,0,0,0
22060042,NA,5,F,11,X11.0,2,5/4/2013,430,450,350,1230,89,60,93,79.5,0,1,1,NA,NA,NA,NA,0,0,0,68,56,82,75.7,1,1,1,NA,NA,NA,NA,0,0,0,71,50,75,77.9,1,1,1,NA,NA,NA,NA,0,0,0,81,69,50,76,1,0,0,NA,NA,NA,NA,0,0,0
22060042,NA,5,F,11,X11.0,3,6/1/2013,390,430,440,1260,89,60,93,79.5,0,1,1,NA,NA,NA,NA,0,0,0,68,56,82,75.7,1,1,1,NA,NA,NA,NA,0,0,0,71,50,75,77.9,1,1,1,NA,NA,NA,NA,0,0,0,81,69,50,76,1,0,0,NA,NA,NA,NA,0,0,0
22060042,NA,5,F,12,X12.0,4,10/5/2013,330,330,430,1090,89,60,93,79.5,0,1,1,NA,NA,NA,NA,0,0,0,68,56,82,75.7,1,1,1,NA,NA,NA,NA,0,0,0,71,50,75,77.9,1,1,1,NA,NA,NA,NA,0,0,0,81,69,50,76,1,0,0,NA,NA,NA,NA,0,0,0
22060043,CT,6,M,11,X11.0,1,3/8/2014,390,430,420,1240,76,70,50,68,0,1,1,76,51,62,67.8,1,0,1,78.2,57,72,67.3,1,1,1,NA,NA,NA,NA,0,0,0,73.3,67,71,72.6,1,1,0,NA,NA,NA,NA,0,0,0,80.5,78,75.5,82.2,1,0,0,NA,NA,NA,NA,0,0,0
22060043,CT,6,M,11,X11.0,2,6/7/2014,420,450,410,1280,76,70,50,68,0,1,1,76,51,62,67.8,1,0,1,78.2,57,72,67.3,1,1,1,NA,NA,NA,NA,0,0,0,73.3,67,71,72.6,1,1,0,NA,NA,NA,NA,0,0,0,80.5,78,75.5,82.2,1,0,0,NA,NA,NA,NA,0,0,0
22060043,CT,6,M,12,X12.0,3,10/11/2014,440,470,390,1300,76,70,50,68,0,1,1,76,51,62,67.8,1,0,1,78.2,57,72,67.3,1,1,1,NA,NA,NA,NA,0,0,0,73.3,67,71,72.6,1,1,0,NA,NA,NA,NA,0,0,0,80.5,78,75.5,82.2,1,0,0,NA,NA,NA,NA,0,0,0
22060049,CT,7,M,11,X11.0,1,3/1/2013,460,490,510,1460,68,56,86,74,0,1,1,NA,NA,NA,NA,0,0,0,81,81,79,79.8,1,1,1,NA,NA,NA,NA,0,0,0,83,91,79,83.2,1,1,0,NA,NA,NA,NA,0,0,0,88,74,87,82.1,1,0,0,NA,NA,NA,NA,0,0,0
22060049,CT,7,M,11,X11.0,2,6/1/2013,480,510,550,1540,68,56,86,74,0,1,1,NA,NA,NA,NA,0,0,0,81,81,79,79.8,1,1,1,NA,NA,NA,NA,0,0,0,83,91,79,83.2,1,1,0,NA,NA,NA,NA,0,0,0,88,74,87,82.1,1,0,0,NA,NA,NA,NA,0,0,0
22060049,CT,7,M,12,X12.0,3,10/5/2013,480,500,470,1450,68,56,86,74,0,1,1,NA,NA,NA,NA,0,0,0,81,81,79,79.8,1,1,1,NA,NA,NA,NA,0,0,0,83,91,79,83.2,1,1,0,NA,NA,NA,NA,0,0,0,88,74,87,82.1,1,0,0,NA,NA,NA,NA,0,0,0
22060050,CT,6,M,11,X11.0,1,3/1/2013,490,590,530,1610,94,65,75,88.5,1,1,1,NA,NA,NA,NA,0,0,0,88,82,76,89.3,1,1,1,NA,NA,NA,NA,0,0,0,83,66,78,73.5,1,1,1,NA,NA,NA,NA,0,0,0,85,60,75,81.1,1,0,0,NA,NA,NA,NA,0,0,0
22060050,CT,6,M,11,X11.0,2,5/4/2013,470,550,470,1490,94,65,75,88.5,1,1,1,NA,NA,NA,NA,0,0,0,88,82,76,89.3,1,1,1,NA,NA,NA,NA,0,0,0,83,66,78,73.5,1,1,1,NA,NA,NA,NA,0,0,0,85,60,75,81.1,1,0,0,NA,NA,NA,NA,0,0,0
22060050,CT,6,M,11,X11.0,3,6/1/2013,520,550,580,1650,94,65,75,88.5,1,1,1,NA,NA,NA,NA,0,0,0,88,82,76,89.3,1,1,1,NA,NA,NA,NA,0,0,0,83,66,78,73.5,1,1,1,NA,NA,NA,NA,0,0,0,85,60,75,81.1,1,0,0,NA,NA,NA,NA,0,0,0
22060050,CT,6,M,12,X12.0,4,10/5/2013,550,550,520,1620,94,65,75,88.5,1,1,1,NA,NA,NA,NA,0,0,0,88,82,76,89.3,1,1,1,NA,NA,NA,NA,0,0,0,83,66,78,73.5,1,1,1,NA,NA,NA,NA,0,0,0,85,60,75,81.1,1,0,0,NA,NA,NA,NA,0,0,0
22060053,CT,7,M,11,X11.0,1,3/1/2013,430,580,490,1500,81,83,50,77,0,1,0,NA,NA,NA,NA,0,0,0,75,89,66,71,1,1,0,NA,NA,NA,NA,0,0,0,78,86,53,75,1,1,1,NA,NA,NA,NA,0,0,0,83,76,71,79.8,1,1,1,NA,NA,83.8,NA,1,0,0
22060053,CT,7,M,11,X11.0,2,5/4/2013,430,540,550,1520,81,83,50,77,0,1,0,NA,NA,NA,NA,0,0,0,75,89,66,71,1,1,0,NA,NA,NA,NA,0,0,0,78,86,53,75,1,1,1,NA,NA,NA,NA,0,0,0,83,76,71,79.8,1,1,1,NA,NA,83.8,NA,1,0,0
